ID,gesture,frame,joint,x,y
150,ASL_letter_A,150,hand_position,0.0,0.0
151,ASL_letter_A,151,hand_position,0.0,0.0
152,ASL_letter_A,152,hand_position,0.0,0.0
153,ASL_letter_A,153,hand_position,0.0,0.0
154,ASL_letter_A,154,hand_position,0.0,0.0
155,ASL_letter_A,155,hand_position,0.0,0.0
156,ASL_letter_A,156,hand_position,0.0,0.0
157,ASL_letter_A,157,hand_position,0.0,0.0
158,ASL_letter_A,158,hand_position,0.0,0.0
159,ASL_letter_A,159,hand_position,0.0,0.0
160,ASL_letter_A,160,hand_position,0.0,0.0
161,ASL_letter_A,161,hand_position,0.0,0.0
162,ASL_letter_A,162,hand_position,0.0,0.0
163,ASL_letter_A,163,hand_position,0.0,0.0
164,ASL_letter_A,164,hand_position,0.0,0.0
165,ASL_letter_A,165,hand_position,0.0,0.0
166,ASL_letter_A,166,hand_position,0.0,0.0
167,ASL_letter_A,167,hand_position,0.0,0.0
168,ASL_letter_A,168,hand_position,0.0,0.0
169,ASL_letter_A,169,hand_position,0.0,0.0
170,ASL_letter_A,170,hand_position,0.0,0.0
171,ASL_letter_A,171,hand_position,0.0,0.0
172,ASL_letter_A,172,hand_position,0.0,0.0
173,ASL_letter_A,173,hand_position,0.0,0.0
174,ASL_letter_A,174,hand_position,0.0,0.0
175,ASL_letter_A,175,hand_position,0.0,0.0
176,ASL_letter_A,176,hand_position,0.0,0.0
177,ASL_letter_A,177,hand_position,0.0,0.0
178,ASL_letter_A,178,hand_position,0.0,0.0
179,ASL_letter_A,179,hand_position,0.0,0.0
180,ASL_letter_A,180,hand_position,0.0,0.0
181,ASL_letter_A,181,hand_position,0.0,0.0
182,ASL_letter_A,182,hand_position,0.0,0.0
183,ASL_letter_A,183,hand_position,0.0,0.0
184,ASL_letter_A,184,hand_position,0.0,0.0
185,ASL_letter_A,185,hand_position,0.0,0.0
186,ASL_letter_A,186,hand_position,0.0,0.0
187,ASL_letter_A,187,hand_position,0.0,0.0
188,ASL_letter_A,188,hand_position,0.0,0.0
189,ASL_letter_A,189,hand_position,0.0,0.0
190,ASL_letter_A,190,hand_position,0.0,0.0
191,ASL_letter_A,191,hand_position,0.0,0.0
192,ASL_letter_A,192,hand_position,0.0,0.0
193,ASL_letter_A,193,hand_position,0.0,0.0
194,ASL_letter_A,194,hand_position,0.0,0.0
195,ASL_letter_A,195,hand_position,0.0,0.0
196,ASL_letter_A,196,hand_position,0.0,0.0
197,ASL_letter_A,197,hand_position,0.0,0.0
198,ASL_letter_A,198,hand_position,0.0,0.0
199,ASL_letter_A,199,hand_position,0.0,0.0
200,ASL_letter_A,200,hand_position,0.0,0.0
201,ASL_letter_A,201,hand_position,0.0,0.0
202,ASL_letter_A,202,hand_position,0.0,0.0
203,ASL_letter_A,203,hand_position,0.0,0.0
204,ASL_letter_A,204,hand_position,0.0,0.0
205,ASL_letter_A,205,hand_position,0.0,0.0
206,ASL_letter_A,206,hand_position,0.0,0.0
207,ASL_letter_A,207,hand_position,0.0,0.0
208,ASL_letter_A,208,hand_position,0.0,0.0
209,ASL_letter_A,209,hand_position,0.0,0.0
210,ASL_letter_A,210,hand_position,0.0,0.0
211,ASL_letter_A,211,hand_position,0.0,0.0
212,ASL_letter_A,212,hand_position,0.0,0.0
213,ASL_letter_A,213,hand_position,0.0,0.0
214,ASL_letter_A,214,hand_position,0.0,0.0
215,ASL_letter_A,215,hand_position,0.0,0.0
216,ASL_letter_A,216,hand_position,0.0,0.0
217,ASL_letter_A,217,hand_position,0.0,0.0
218,ASL_letter_A,218,hand_position,0.0,0.0
219,ASL_letter_A,219,hand_position,0.0,0.0
220,ASL_letter_A,220,hand_position,0.0,0.0
221,ASL_letter_A,221,hand_position,0.0,0.0
222,ASL_letter_A,222,hand_position,0.0,0.0
223,ASL_letter_A,223,hand_position,0.0,0.0
224,ASL_letter_A,224,hand_position,0.0,0.0
225,ASL_letter_A,225,hand_position,0.0,0.0
226,ASL_letter_A,226,hand_position,0.0,0.0
227,ASL_letter_A,227,hand_position,0.0,0.0
228,ASL_letter_A,228,hand_position,0.0,0.0
229,ASL_letter_A,229,hand_position,0.0,0.0
230,ASL_letter_A,230,hand_position,0.0,0.0
231,ASL_letter_A,231,hand_position,0.0,0.0
232,ASL_letter_A,232,hand_position,0.0,0.0
233,ASL_letter_A,233,hand_position,0.0,0.0
234,ASL_letter_A,234,hand_position,0.0,0.0
235,ASL_letter_A,235,hand_position,0.0,0.0
236,ASL_letter_A,236,hand_position,0.0,0.0
237,ASL_letter_A,237,hand_position,0.0,0.0
238,ASL_letter_A,238,hand_position,0.0,0.0
239,ASL_letter_A,239,hand_position,0.0,0.0
240,ASL_letter_A,240,hand_position,0.0,0.0
241,ASL_letter_A,241,hand_position,0.0,0.0
242,ASL_letter_A,242,hand_position,0.0,0.0
243,ASL_letter_A,243,hand_position,0.0,0.0
244,ASL_letter_A,244,hand_position,0.0,0.0
245,ASL_letter_A,245,hand_position,0.0,0.0
246,ASL_letter_A,246,hand_position,0.0,0.0
247,ASL_letter_A,247,hand_position,0.0,0.0
248,ASL_letter_A,248,hand_position,0.0,0.0
249,ASL_letter_A,249,hand_position,0.0,0.0
250,ASL_letter_A,250,hand_position,0.0,0.0
251,ASL_letter_A,251,hand_position,0.0,0.0
252,ASL_letter_A,252,hand_position,0.0,0.0
253,ASL_letter_A,253,hand_position,0.0,0.0
254,ASL_letter_A,254,hand_position,0.0,0.0
255,ASL_letter_A,255,hand_position,0.0,0.0
256,ASL_letter_A,256,hand_position,0.0,0.0
257,ASL_letter_A,257,hand_position,0.0,0.0
258,ASL_letter_A,258,hand_position,0.0,0.0
259,ASL_letter_A,259,hand_position,0.0,0.0
260,ASL_letter_A,260,hand_position,0.0,0.0
261,ASL_letter_A,261,hand_position,0.0,0.0
262,ASL_letter_A,262,hand_position,0.0,0.0
263,ASL_letter_A,263,hand_position,0.0,0.0
264,ASL_letter_A,264,hand_position,0.0,0.0
265,ASL_letter_A,265,hand_position,0.0,0.0
266,ASL_letter_A,266,hand_position,0.0,0.0
267,ASL_letter_A,267,hand_position,0.0,0.0
268,ASL_letter_A,268,hand_position,0.0,0.0
269,ASL_letter_A,269,hand_position,0.0,0.0
270,ASL_letter_A,270,hand_position,0.0,0.0
271,ASL_letter_A,271,hand_position,0.0,0.0
272,ASL_letter_A,272,hand_position,0.0,0.0
273,ASL_letter_A,273,hand_position,0.0,0.0
274,ASL_letter_A,274,hand_position,0.0,0.0
275,ASL_letter_A,275,hand_position,0.0,0.0
276,ASL_letter_A,276,hand_position,0.0,0.0
277,ASL_letter_A,277,hand_position,0.0,0.0
278,ASL_letter_A,278,hand_position,0.0,0.0
279,ASL_letter_A,279,hand_position,0.0,0.0
280,ASL_letter_A,280,hand_position,0.0,0.0
281,ASL_letter_A,281,hand_position,0.0,0.0
282,ASL_letter_A,282,hand_position,0.0,0.0
283,ASL_letter_A,283,hand_position,0.0,0.0
284,ASL_letter_A,284,hand_position,0.0,0.0
285,ASL_letter_A,285,hand_position,0.0,0.0
286,ASL_letter_A,286,hand_position,0.0,0.0
287,ASL_letter_A,287,hand_position,0.0,0.0
288,ASL_letter_A,288,hand_position,0.0,0.0
289,ASL_letter_A,0,root,313.7,144.46666666666667
290,ASL_letter_A,1,root,313.9844444444444,144.39555555555555
291,ASL_letter_A,2,root,314.26888888888885,144.32444444444445
292,ASL_letter_A,3,root,314.55333333333334,144.25333333333333
293,ASL_letter_A,4,root,314.8377777777778,144.1822222222222
294,ASL_letter_A,5,root,315.1222222222222,144.11111111111111
295,ASL_letter_A,6,root,315.40666666666664,144.04
296,ASL_letter_A,7,root,315.6911111111111,143.9688888888889
297,ASL_letter_A,8,root,315.97555555555556,143.89777777777778
298,ASL_letter_A,9,root,316.26,143.82666666666665
299,ASL_letter_A,10,root,316.5444444444444,143.75555555555556
300,ASL_letter_A,11,root,316.8288888888889,143.68444444444444
301,ASL_letter_A,12,root,317.11333333333334,143.61333333333332
302,ASL_letter_A,13,root,317.3977777777778,143.54222222222222
303,ASL_letter_A,14,root,317.6822222222222,143.4711111111111
304,ASL_letter_A,15,root,317.9666666666667,143.39999999999998
305,ASL_letter_A,16,root,318.25111111111113,143.32888888888888
306,ASL_letter_A,17,root,318.53555555555556,143.25777777777776
307,ASL_letter_A,18,root,318.82,143.18666666666667
308,ASL_letter_A,19,root,319.1044444444444,143.11555555555555
309,ASL_letter_A,20,root,319.3888888888889,143.04444444444442
310,ASL_letter_A,21,root,319.67333333333335,142.97333333333333
311,ASL_letter_A,22,root,319.9577777777778,142.9022222222222
312,ASL_letter_A,23,root,320.2422222222222,142.83111111111108
313,ASL_letter_A,24,root,320.5266666666667,142.76
314,ASL_letter_A,25,root,320.81111111111113,142.68888888888887
315,ASL_letter_A,26,root,321.09555555555556,142.61777777777777
316,ASL_letter_A,27,root,321.38,142.54666666666665
317,ASL_letter_A,28,root,321.6644444444445,142.47555555555553
318,ASL_letter_A,29,root,321.9488888888889,142.40444444444444
319,ASL_letter_A,30,root,322.23333333333335,142.33333333333331
320,ASL_letter_A,31,root,322.25757575757575,141.94545454545454
321,ASL_letter_A,32,root,322.2818181818182,141.55757575757573
322,ASL_letter_A,33,root,322.3060606060606,141.16969696969696
323,ASL_letter_A,34,root,322.33030303030307,140.78181818181815
324,ASL_letter_A,35,root,322.3545454545455,140.39393939393938
325,ASL_letter_A,36,root,322.3787878787879,140.0060606060606
326,ASL_letter_A,37,root,322.40303030303033,139.6181818181818
327,ASL_letter_A,38,root,322.42727272727274,139.23030303030302
328,ASL_letter_A,39,root,322.45151515151514,138.84242424242422
329,ASL_letter_A,40,root,322.4757575757576,138.45454545454544
330,ASL_letter_A,41,root,322.5,138.06666666666666
331,ASL_letter_A,42,root,322.52424242424246,137.67878787878786
332,ASL_letter_A,43,root,322.54848484848486,137.29090909090908
333,ASL_letter_A,44,root,322.57272727272726,136.90303030303028
334,ASL_letter_A,45,root,322.5969696969697,136.5151515151515
335,ASL_letter_A,46,root,322.6212121212121,136.12727272727273
336,ASL_letter_A,47,root,322.6454545454546,135.73939393939392
337,ASL_letter_A,48,root,322.669696969697,135.35151515151514
338,ASL_letter_A,49,root,322.6939393939394,134.96363636363634
339,ASL_letter_A,50,root,322.71818181818185,134.57575757575756
340,ASL_letter_A,51,root,322.74242424242425,134.1878787878788
341,ASL_letter_A,52,root,322.76666666666665,133.79999999999998
342,ASL_letter_A,53,root,322.7909090909091,133.4121212121212
343,ASL_letter_A,54,root,322.8151515151515,133.0242424242424
344,ASL_letter_A,55,root,322.839393939394,132.63636363636363
345,ASL_letter_A,56,root,322.8636363636364,132.24848484848485
346,ASL_letter_A,57,root,322.8878787878788,131.86060606060605
347,ASL_letter_A,58,root,322.91212121212124,131.47272727272727
348,ASL_letter_A,59,root,322.93636363636364,131.08484848484846
349,ASL_letter_A,60,root,322.9606060606061,130.6969696969697
350,ASL_letter_A,61,root,322.9848484848485,130.3090909090909
351,ASL_letter_A,62,root,323.0090909090909,129.9212121212121
352,ASL_letter_A,63,root,323.03333333333336,129.53333333333333
353,ASL_letter_A,64,root,323.05757575757576,129.14545454545453
354,ASL_letter_A,65,root,323.0818181818182,128.75757575757575
355,ASL_letter_A,66,root,323.1060606060606,128.36969696969697
356,ASL_letter_A,67,root,323.130303030303,127.98181818181817
357,ASL_letter_A,68,root,323.1545454545455,127.5939393939394
358,ASL_letter_A,69,root,323.1787878787879,127.2060606060606
359,ASL_letter_A,70,root,323.2030303030303,126.81818181818181
360,ASL_letter_A,71,root,323.22727272727275,126.43030303030302
361,ASL_letter_A,72,root,323.25151515151515,126.04242424242423
362,ASL_letter_A,73,root,323.2757575757576,125.65454545454546
363,ASL_letter_A,74,root,323.3,125.26666666666667
364,ASL_letter_A,75,root,322.76666666666665,124.2
365,ASL_letter_A,76,root,322.23333333333335,123.13333333333333
366,ASL_letter_A,77,root,321.70000000000005,122.06666666666666
367,ASL_letter_A,78,root,321.1666666666667,121.0
368,ASL_letter_A,79,root,320.6333333333333,119.93333333333332
369,ASL_letter_A,80,root,320.1,118.86666666666666
370,ASL_letter_A,81,root,319.8866666666667,118.11999999999999
371,ASL_letter_A,82,root,319.67333333333335,117.37333333333332
372,ASL_letter_A,83,root,319.46000000000004,116.62666666666667
373,ASL_letter_A,84,root,319.24666666666667,115.88
374,ASL_letter_A,85,root,319.03333333333336,115.13333333333333
375,ASL_letter_A,86,root,318.82000000000005,114.38666666666666
376,ASL_letter_A,87,root,318.6066666666667,113.63999999999999
377,ASL_letter_A,88,root,318.3933333333334,112.89333333333333
378,ASL_letter_A,89,root,318.18,112.14666666666666
379,ASL_letter_A,90,root,317.9666666666667,111.39999999999999
380,ASL_letter_A,91,root,318.18,110.44
381,ASL_letter_A,92,root,318.3933333333334,109.47999999999999
382,ASL_letter_A,93,root,318.6066666666667,108.52
383,ASL_letter_A,94,root,318.82000000000005,107.55999999999999
384,ASL_letter_A,95,root,319.03333333333336,106.6
385,ASL_letter_A,96,root,319.24666666666667,105.64
386,ASL_letter_A,97,root,319.46000000000004,104.67999999999999
387,ASL_letter_A,98,root,319.67333333333335,103.72
388,ASL_letter_A,99,root,319.8866666666667,102.75999999999999
389,ASL_letter_A,100,root,320.1,101.8
390,ASL_letter_A,101,root,320.0238095238095,101.11428571428571
391,ASL_letter_A,102,root,319.94761904761907,100.42857142857143
392,ASL_letter_A,103,root,319.87142857142857,99.74285714285715
393,ASL_letter_A,104,root,319.7952380952381,99.05714285714285
394,ASL_letter_A,105,root,319.7190476190476,98.37142857142857
395,ASL_letter_A,106,root,319.64285714285717,97.68571428571428
396,ASL_letter_A,107,root,319.56666666666666,97.0
397,ASL_letter_A,108,root,319.49047619047616,96.31428571428572
398,ASL_letter_A,109,root,319.4142857142857,95.62857142857143
399,ASL_letter_A,110,root,319.3380952380952,94.94285714285715
400,ASL_letter_A,111,root,319.26190476190476,94.25714285714285
401,ASL_letter_A,112,root,319.18571428571425,93.57142857142857
402,ASL_letter_A,113,root,319.1095238095238,92.88571428571429
403,ASL_letter_A,114,root,319.0333333333333,92.2
404,ASL_letter_A,115,root,319.0333333333333,92.04761904761905
405,ASL_letter_A,116,root,319.0333333333333,91.8952380952381
406,ASL_letter_A,117,root,319.0333333333333,91.74285714285715
407,ASL_letter_A,118,root,319.0333333333333,91.5904761904762
408,ASL_letter_A,119,root,319.0333333333333,91.43809523809524
409,ASL_letter_A,120,root,319.0333333333333,91.28571428571429
410,ASL_letter_A,121,root,319.0333333333333,91.13333333333333
411,ASL_letter_A,122,root,319.0333333333333,90.98095238095237
412,ASL_letter_A,123,root,319.0333333333333,90.82857142857142
413,ASL_letter_A,124,root,319.0333333333333,90.67619047619047
414,ASL_letter_A,125,root,319.0333333333333,90.52380952380952
415,ASL_letter_A,126,root,319.0333333333333,90.37142857142857
416,ASL_letter_A,127,root,319.0333333333333,90.21904761904761
417,ASL_letter_A,128,root,319.0333333333333,90.06666666666666
418,ASL_letter_A,129,root,318.9444444444444,89.35555555555555
419,ASL_letter_A,130,root,318.85555555555555,88.64444444444445
420,ASL_letter_A,131,root,318.76666666666665,87.93333333333334
421,ASL_letter_A,132,root,318.67777777777775,87.22222222222221
422,ASL_letter_A,133,root,318.5888888888889,86.5111111111111
423,ASL_letter_A,134,root,318.5,85.8
424,ASL_letter_A,135,root,318.4111111111111,85.08888888888889
425,ASL_letter_A,136,root,318.32222222222225,84.37777777777778
426,ASL_letter_A,137,root,318.23333333333335,83.66666666666666
427,ASL_letter_A,138,root,318.14444444444445,82.95555555555555
428,ASL_letter_A,139,root,318.0555555555556,82.24444444444444
429,ASL_letter_A,140,root,317.9666666666667,81.53333333333333
430,ASL_letter_A,141,root,318.4589743589744,81.2051282051282
431,ASL_letter_A,142,root,318.9512820512821,80.87692307692308
432,ASL_letter_A,143,root,319.44358974358977,80.54871794871795
433,ASL_letter_A,144,root,319.93589743589746,80.22051282051282
434,ASL_letter_A,145,root,320.42820512820515,79.8923076923077
435,ASL_letter_A,146,root,320.92051282051284,79.56410256410257
436,ASL_letter_A,147,root,321.41282051282053,79.23589743589743
437,ASL_letter_A,148,root,321.9051282051282,78.9076923076923
438,ASL_letter_A,149,root,322.3974358974359,78.57948717948717
439,ASL_letter_A,150,root,322.8897435897436,78.25128205128205
440,ASL_letter_A,151,root,323.3820512820513,77.92307692307692
441,ASL_letter_A,152,root,323.874358974359,77.59487179487179
442,ASL_letter_A,153,root,324.3666666666667,77.26666666666667
443,ASL_letter_A,154,root,324.26,76.30666666666667
444,ASL_letter_A,155,root,324.15333333333336,75.34666666666666
445,ASL_letter_A,156,root,324.0466666666667,74.38666666666667
446,ASL_letter_A,157,root,323.94,73.42666666666666
447,ASL_letter_A,158,root,323.83333333333337,72.46666666666667
448,ASL_letter_A,159,root,323.7266666666667,71.50666666666667
449,ASL_letter_A,160,root,323.62,70.54666666666667
450,ASL_letter_A,161,root,323.5133333333333,69.58666666666667
451,ASL_letter_A,162,root,323.4066666666667,68.62666666666667
452,ASL_letter_A,163,root,323.3,67.66666666666667
453,ASL_letter_A,164,root,323.42549019607844,67.3529411764706
454,ASL_letter_A,165,root,323.5509803921569,67.03921568627452
455,ASL_letter_A,166,root,323.6764705882353,66.72549019607844
456,ASL_letter_A,167,root,323.80196078431374,66.41176470588236
457,ASL_letter_A,168,root,323.92745098039217,66.09803921568628
458,ASL_letter_A,169,root,324.0529411764706,65.78431372549021
459,ASL_letter_A,170,root,324.178431372549,65.47058823529413
460,ASL_letter_A,171,root,324.30392156862746,65.15686274509805
461,ASL_letter_A,172,root,324.4294117647059,64.84313725490196
462,ASL_letter_A,173,root,324.5549019607843,64.52941176470588
463,ASL_letter_A,174,root,324.68039215686275,64.2156862745098
464,ASL_letter_A,175,root,324.8058823529412,63.90196078431374
465,ASL_letter_A,176,root,324.9313725490196,63.58823529411765
466,ASL_letter_A,177,root,325.05686274509804,63.274509803921575
467,ASL_letter_A,178,root,325.1823529411765,62.9607843137255
468,ASL_letter_A,179,root,325.3078431372549,62.64705882352942
469,ASL_letter_A,180,root,325.43333333333334,62.33333333333334
470,ASL_letter_A,181,root,325.4666666666667,62.56666666666668
471,ASL_letter_A,182,root,325.5,62.80000000000001
472,ASL_letter_A,183,root,325.53333333333336,63.03333333333334
473,ASL_letter_A,184,root,325.56666666666666,63.26666666666667
474,ASL_letter_A,185,root,325.6,63.50000000000001
475,ASL_letter_A,186,root,325.6333333333333,63.73333333333334
476,ASL_letter_A,187,root,325.6666666666667,63.966666666666676
477,ASL_letter_A,188,root,325.7,64.2
478,ASL_letter_A,189,root,325.73333333333335,64.43333333333334
479,ASL_letter_A,190,root,325.76666666666665,64.66666666666667
480,ASL_letter_A,191,root,325.8,64.9
481,ASL_letter_A,192,root,325.8333333333333,65.13333333333334
482,ASL_letter_A,193,root,325.8666666666667,65.36666666666667
483,ASL_letter_A,194,root,325.9,65.60000000000001
484,ASL_letter_A,195,root,325.93333333333334,65.83333333333334
485,ASL_letter_A,196,root,325.9666666666667,66.06666666666666
486,ASL_letter_A,197,root,326.0,66.3
487,ASL_letter_A,198,root,326.03333333333336,66.53333333333333
488,ASL_letter_A,199,root,326.06666666666666,66.76666666666667
489,ASL_letter_A,200,root,326.1,67.0
490,ASL_letter_A,201,root,326.1333333333333,67.23333333333333
491,ASL_letter_A,202,root,326.1666666666667,67.46666666666667
492,ASL_letter_A,203,root,326.2,67.7
493,ASL_letter_A,204,root,326.23333333333335,67.93333333333334
494,ASL_letter_A,205,root,326.26666666666665,68.16666666666667
495,ASL_letter_A,206,root,326.3,68.4
496,ASL_letter_A,207,root,326.3333333333333,68.63333333333333
497,ASL_letter_A,208,root,326.3666666666667,68.86666666666666
498,ASL_letter_A,209,root,326.4,69.1
499,ASL_letter_A,210,root,326.43333333333334,69.33333333333333
500,ASL_letter_A,211,root,326.46666666666664,69.56666666666666
501,ASL_letter_A,212,root,326.5,69.8
502,ASL_letter_A,213,root,326.44074074074075,70.62962962962963
